respid,Community Type,Religion,Education Level,Age group,Gender,Family income,US region
6680,Suburban,Protestant,Some College,65+,A man,"$70,000 to less than $100,000",West
18692,Suburban,Roman Catholic,Some College,65+,A woman,"$30,000 to less than $40,000",Midwest
2022,Urban,Atheist,College graduate+,18-29,A man,"Less than $30,000",Northeast
6737,Rural,Nothing in particular,Some College,18-29,A woman,"Less than $30,000",South
4312,Suburban,Protestant,H.S. graduate or less,65+,A man,"Less than $30,000",Midwest
15669,Urban,Roman Catholic,Some College,30-49,A woman,"$30,000 to less than $40,000",South
4701,Urban,Roman Catholic,Some College,65+,A woman,"$40,000 to less than $50,000",West
7046,Rural,Protestant,H.S. graduate or less,30-49,A woman,"Less than $30,000",Midwest
8856,Suburban,Something else (please specify):,Some College,65+,A man,"$40,000 to less than $50,000",West
13027,Suburban,Protestant,Some College,50-64,A woman,"$40,000 to less than $50,000",Midwest
6686,Urban,Protestant,College graduate+,30-49,A woman,"$70,000 to less than $100,000",Northeast
14591,Urban,Roman Catholic,Some College,65+,A man,"$70,000 to less than $100,000",South
4551,Rural,Protestant,College graduate+,50-64,A man,"$50,000 to less than $70,000",South
5656,Suburban,Roman Catholic,College graduate+,50-64,A man,"$125,000 to less than $150,000",South
13245,Suburban,Roman Catholic,H.S. graduate or less,65+,A man,"$70,000 to less than $100,000",South
17143,Rural,Protestant,H.S. graduate or less,50-64,A woman,"Less than $30,000",South
6620,Urban,Nothing in particular,Some College,18-29,A woman,"$30,000 to less than $40,000",South
9413,Suburban,Atheist,College graduate+,65+,A woman,"$150,000 or more",Midwest
11141,Suburban,Protestant,Some College,65+,A woman,"$50,000 to less than $70,000",South
9427,Urban,Atheist,College graduate+,30-49,A man,"$50,000 to less than $70,000",West
578,Urban,Agnostic,College graduate+,18-29,A man,"$150,000 or more",South
5731,Urban,Roman Catholic,H.S. graduate or less,18-29,A woman,Refused/Web blank,West
8277,Rural,Protestant,Some College,65+,A man,"$30,000 to less than $40,000",Midwest
415,Urban,Roman Catholic,College graduate+,18-29,A woman,"$70,000 to less than $100,000",Northeast
1483,Suburban,Roman Catholic,Some College,65+,A woman,"$100,000 to less than $125,000",South
3108,Suburban,Protestant,College graduate+,65+,A woman,"$100,000 to less than $125,000",Northeast
14973,Rural,Roman Catholic,College graduate+,50-64,A man,"$150,000 or more",West
12318,Suburban,Agnostic,H.S. graduate or less,65+,A woman,"$40,000 to less than $50,000",West
14633,Rural,Protestant,Some College,65+,A woman,"$70,000 to less than $100,000",Midwest
8919,Urban,Protestant,H.S. graduate or less,65+,A man,"$40,000 to less than $50,000",South
7969,Suburban,Protestant,College graduate+,50-64,A man,"$150,000 or more",Midwest
5700,Suburban,Nothing in particular,College graduate+,65+,A man,"$40,000 to less than $50,000",West
14072,Urban,Protestant,H.S. graduate or less,65+,A woman,"Less than $30,000",Midwest
9593,Suburban,Nothing in particular,Some College,65+,A man,"$150,000 or more",West
10968,Suburban,Roman Catholic,H.S. graduate or less,65+,A woman,"$70,000 to less than $100,000",South
15236,Urban,Protestant,Some College,65+,A woman,"$30,000 to less than $40,000",South
18517,Suburban,Agnostic,Some College,18-29,A man,"$40,000 to less than $50,000",Midwest
15626,Urban,Agnostic,College graduate+,50-64,A man,"$150,000 or more",South
16251,Urban,Roman Catholic,Some College,50-64,A man,"$40,000 to less than $50,000",Midwest
15709,Urban,Roman Catholic,College graduate+,18-29,A woman,"$30,000 to less than $40,000",South
1668,Suburban,Orthodox,College graduate+,50-64,A man,"$70,000 to less than $100,000",Midwest
15949,Suburban,Agnostic,College graduate+,65+,A man,"$70,000 to less than $100,000",Midwest
811,Suburban,Roman Catholic,College graduate+,30-49,A woman,"$150,000 or more",Midwest
6354,Suburban,Protestant,College graduate+,65+,A man,"$70,000 to less than $100,000",South
18653,Suburban,Protestant,Some College,50-64,A woman,"$30,000 to less than $40,000",South
4352,Rural,Atheist,H.S. graduate or less,65+,A woman,"$70,000 to less than $100,000",South
18584,Suburban,Nothing in particular,H.S. graduate or less,50-64,A woman,"$50,000 to less than $70,000",Midwest
8752,Rural,Protestant,Some College,30-49,A woman,"$30,000 to less than $40,000",Northeast
4983,Urban,Nothing in particular,Some College,65+,A woman,"$50,000 to less than $70,000",South
3703,Urban,Nothing in particular,Some College,50-64,A woman,"Less than $30,000",South
3561,Suburban,Protestant,H.S. graduate or less,50-64,A woman,"$125,000 to less than $150,000",Northeast
11612,Rural,Roman Catholic,Some College,65+,A woman,"$70,000 to less than $100,000",South
11901,Rural,Protestant,Some College,50-64,A man,"$150,000 or more",Midwest
8486,Suburban,Roman Catholic,Some College,50-64,Refused/Web blank,"Less than $30,000",West
13134,Urban,Jewish,College graduate+,65+,A woman,"$125,000 to less than $150,000",Northeast
4187,Suburban,Agnostic,Some College,50-64,A man,"$70,000 to less than $100,000",West
2838,Rural,Nothing in particular,H.S. graduate or less,50-64,A man,"Less than $30,000",South
2229,Urban,Roman Catholic,College graduate+,30-49,A woman,"$150,000 or more",Northeast
11524,Suburban,Nothing in particular,College graduate+,30-49,A woman,"$100,000 to less than $125,000",West
17758,Rural,Protestant,Some College,30-49,A man,"Less than $30,000",Midwest
84,Suburban,Protestant,College graduate+,50-64,A woman,"$150,000 or more",South
17357,Urban,Nothing in particular,Some College,18-29,A man,"Less than $30,000",West
10304,Rural,Protestant,College graduate+,30-49,A woman,"$150,000 or more",South
16480,Urban,Protestant,College graduate+,65+,A man,"$50,000 to less than $70,000",Midwest
5559,Suburban,Roman Catholic,Some College,65+,A man,"$125,000 to less than $150,000",Midwest
5125,Rural,Roman Catholic,College graduate+,30-49,A woman,"$150,000 or more",Northeast
12194,Rural,Protestant,Some College,65+,A woman,"$50,000 to less than $70,000",Midwest
10317,Suburban,Mormon,College graduate+,30-49,A woman,"$125,000 to less than $150,000",West
3020,Suburban,Roman Catholic,College graduate+,50-64,A woman,"$150,000 or more",Northeast
636,Rural,Protestant,H.S. graduate or less,50-64,A woman,"Less than $30,000",South
13672,Rural,Protestant,College graduate+,50-64,A woman,"$125,000 to less than $150,000",South
15021,Rural,Roman Catholic,College graduate+,65+,A woman,"$70,000 to less than $100,000",Midwest
275,Urban,Agnostic,Some College,30-49,A woman,"$70,000 to less than $100,000",Northeast
16819,Rural,Roman Catholic,H.S. graduate or less,65+,A man,"$100,000 to less than $125,000",Northeast
5307,Rural,Roman Catholic,College graduate+,65+,A man,"$40,000 to less than $50,000",Northeast
4035,Suburban,Protestant,College graduate+,50-64,A man,"$70,000 to less than $100,000",South
4335,Suburban,Roman Catholic,Some College,30-49,A woman,Refused/Web blank,West
5121,Suburban,Buddhist,College graduate+,65+,A man,"$40,000 to less than $50,000",West
2089,Urban,Nothing in particular,Some College,30-49,A man,"Less than $30,000",Midwest
111,Urban,Protestant,Some College,30-49,A man,"$150,000 or more",Midwest
4041,Urban,Agnostic,College graduate+,30-49,A woman,"$150,000 or more",Midwest
12126,Suburban,Nothing in particular,College graduate+,30-49,A man,"$150,000 or more",South
14449,Rural,Roman Catholic,College graduate+,30-49,A man,Refused/Web blank,South
12524,Suburban,Protestant,College graduate+,30-49,A man,"$100,000 to less than $125,000",South
14757,Suburban,Protestant,Some College,65+,A woman,"Less than $30,000",South
5267,Urban,Protestant,Some College,18-29,A woman,"$40,000 to less than $50,000",Midwest
13258,Suburban,Nothing in particular,H.S. graduate or less,18-29,A woman,"Less than $30,000",South
8309,Rural,Protestant,Some College,50-64,A woman,"$30,000 to less than $40,000",South
12343,Rural,Nothing in particular,H.S. graduate or less,18-29,A woman,"$30,000 to less than $40,000",Midwest
2794,Suburban,Protestant,College graduate+,50-64,A woman,"$150,000 or more",South
13992,Suburban,Protestant,College graduate+,65+,A man,"$50,000 to less than $70,000",Midwest
17157,Suburban,Nothing in particular,H.S. graduate or less,18-29,A man,"Less than $30,000",Midwest
6350,Suburban,Roman Catholic,Some College,65+,A man,"$50,000 to less than $70,000",Midwest
3082,Suburban,Protestant,Some College,65+,A man,"$40,000 to less than $50,000",South
4105,Rural,Agnostic,College graduate+,30-49,A woman,"$150,000 or more",West
43,Suburban,Nothing in particular,H.S. graduate or less,30-49,A man,"$50,000 to less than $70,000",West
18116,Suburban,Protestant,College graduate+,50-64,A man,"$150,000 or more",West
10115,Urban,Nothing in particular,College graduate+,30-49,A man,"$150,000 or more",Midwest
10297,Suburban,Agnostic,H.S. graduate or less,18-29,A woman,"$150,000 or more",Midwest
3902,Suburban,Protestant,College graduate+,30-49,A man,"$150,000 or more",South
11666,Rural,Roman Catholic,H.S. graduate or less,50-64,A woman,"$70,000 to less than $100,000",South
335,Rural,Protestant,H.S. graduate or less,50-64,A woman,"Less than $30,000",South
4837,Urban,Agnostic,College graduate+,18-29,A woman,"$70,000 to less than $100,000",West
18705,Urban,Something else (please specify):,H.S. graduate or less,50-64,A woman,"$40,000 to less than $50,000",South
14787,Suburban,Atheist,Some College,18-29,A man,"$40,000 to less than $50,000",South
8124,Rural,Nothing in particular,H.S. graduate or less,30-49,A woman,"Less than $30,000",West
2622,Suburban,Protestant,College graduate+,65+,A woman,"$30,000 to less than $40,000",South
9879,Rural,Protestant,Some College,65+,A man,"$50,000 to less than $70,000",Midwest
15505,Urban,Protestant,H.S. graduate or less,50-64,A man,"Less than $30,000",Northeast
679,Urban,Protestant,College graduate+,65+,A man,"$40,000 to less than $50,000",South
12096,Urban,Jewish,College graduate+,18-29,A woman,"$70,000 to less than $100,000",Northeast
8092,Rural,Protestant,Some College,30-49,A woman,"$125,000 to less than $150,000",West
14290,Rural,Protestant,Some College,50-64,A woman,"$150,000 or more",Midwest
8242,Urban,Protestant,H.S. graduate or less,50-64,A man,"$30,000 to less than $40,000",South
10927,Rural,Roman Catholic,Some College,65+,A woman,"$50,000 to less than $70,000",Midwest
11637,Urban,Agnostic,College graduate+,18-29,A woman,"$125,000 to less than $150,000",Northeast
17000,Urban,Roman Catholic,College graduate+,65+,A man,"$70,000 to less than $100,000",South
1828,Rural,Protestant,H.S. graduate or less,30-49,A woman,"$100,000 to less than $125,000",South
18700,Suburban,Nothing in particular,H.S. graduate or less,30-49,A woman,"Less than $30,000",West
17703,Urban,Protestant,H.S. graduate or less,65+,A man,"$30,000 to less than $40,000",Midwest
12653,Suburban,Protestant,Some College,50-64,A woman,"Less than $30,000",South
1908,Urban,Roman Catholic,Some College,50-64,A woman,"Less than $30,000",West
10520,Urban,Atheist,College graduate+,30-49,A woman,"$150,000 or more",Northeast
14031,Suburban,Jewish,College graduate+,50-64,A man,"$150,000 or more",South
8820,Rural,Protestant,College graduate+,50-64,A woman,"$50,000 to less than $70,000",Northeast
8221,Rural,Protestant,College graduate+,30-49,A woman,"$150,000 or more",Midwest
6903,Suburban,Atheist,College graduate+,18-29,A man,"$150,000 or more",Northeast
6551,Rural,Roman Catholic,Some College,18-29,A woman,"$100,000 to less than $125,000",West
5096,Suburban,Something else (please specify):,College graduate+,18-29,A woman,"$50,000 to less than $70,000",Midwest
1528,Suburban,Protestant,College graduate+,50-64,A man,"$100,000 to less than $125,000",South
4981,Urban,Roman Catholic,College graduate+,65+,A man,"Less than $30,000",Northeast
7685,Suburban,Agnostic,College graduate+,50-64,A man,"$100,000 to less than $125,000",Midwest
13100,Rural,Protestant,Some College,30-49,A woman,"$50,000 to less than $70,000",Midwest
57,Suburban,Muslim,College graduate+,50-64,A woman,"Less than $30,000",South
2038,Suburban,Agnostic,College graduate+,50-64,A woman,"$100,000 to less than $125,000",Midwest
6179,Suburban,Protestant,H.S. graduate or less,50-64,A woman,"$50,000 to less than $70,000",South
6592,Rural,Protestant,Some College,65+,A man,"Less than $30,000",Northeast
10420,Urban,Atheist,College graduate+,30-49,A woman,"$100,000 to less than $125,000",West
15652,Urban,Roman Catholic,H.S. graduate or less,65+,A woman,"$30,000 to less than $40,000",West
7320,Suburban,Nothing in particular,H.S. graduate or less,30-49,A woman,"$40,000 to less than $50,000",South
10017,Rural,Nothing in particular,Some College,50-64,A man,"$50,000 to less than $70,000",Midwest
14518,Suburban,Protestant,College graduate+,65+,A man,"$150,000 or more",Midwest
14452,Suburban,Something else (please specify):,Some College,30-49,A man,"$100,000 to less than $125,000",South
4827,Urban,Protestant,H.S. graduate or less,65+,A man,"$70,000 to less than $100,000",South
692,Suburban,Jewish,College graduate+,65+,A man,"$150,000 or more",Northeast
263,Rural,Protestant,College graduate+,65+,A man,"Less than $30,000",South
11229,Urban,Protestant,College graduate+,30-49,A man,"$150,000 or more",South
7059,Suburban,Protestant,H.S. graduate or less,50-64,A man,Refused/Web blank,Northeast
14739,Suburban,Protestant,Some College,50-64,A man,"$150,000 or more",West
11774,Suburban,Protestant,H.S. graduate or less,65+,A man,"$125,000 to less than $150,000",West
12244,Suburban,Protestant,Some College,50-64,A woman,"$125,000 to less than $150,000",South
3361,Suburban,Roman Catholic,College graduate+,65+,A woman,"Less than $30,000",Northeast
17042,Rural,Something else (please specify):,H.S. graduate or less,30-49,A woman,"$50,000 to less than $70,000",South
7559,Urban,Refused/Web blank,H.S. graduate or less,30-49,A woman,"Less than $30,000",Northeast
17227,Rural,Protestant,Some College,18-29,A man,"Less than $30,000",Midwest
4921,Suburban,Hindu,College graduate+,30-49,A man,"$150,000 or more",Northeast
10285,Suburban,Agnostic,College graduate+,50-64,A man,"$125,000 to less than $150,000",South
15620,Suburban,Roman Catholic,Some College,30-49,A woman,"$150,000 or more",Northeast
1989,Rural,Nothing in particular,Some College,65+,A woman,"Less than $30,000",West
13483,Rural,Protestant,H.S. graduate or less,50-64,A man,"$150,000 or more",South
15717,Suburban,Protestant,College graduate+,50-64,A woman,"$70,000 to less than $100,000",South
6019,Rural,Protestant,Some College,65+,A man,"$125,000 to less than $150,000",Midwest
16789,Urban,Nothing in particular,College graduate+,65+,A man,"$100,000 to less than $125,000",West
14019,Urban,Protestant,Some College,50-64,A woman,"$30,000 to less than $40,000",South
13281,Suburban,Protestant,Some College,65+,A man,"$150,000 or more",West
4599,Rural,Nothing in particular,Some College,30-49,A woman,"$50,000 to less than $70,000",South
1192,Suburban,Something else (please specify):,Some College,65+,A woman,"Less than $30,000",Midwest
12130,Suburban,Atheist,College graduate+,30-49,A man,"$100,000 to less than $125,000",Northeast
13083,Suburban,Roman Catholic,College graduate+,50-64,A woman,"$30,000 to less than $40,000",South
16802,Urban,Buddhist,College graduate+,30-49,A woman,"$100,000 to less than $125,000",West
10294,Urban,Refused/Web blank,H.S. graduate or less,65+,A woman,"Less than $30,000",West
6732,Suburban,Protestant,Some College,65+,A woman,"$50,000 to less than $70,000",Northeast
12082,Suburban,Protestant,Some College,50-64,A man,"$50,000 to less than $70,000",Midwest
4984,Urban,Muslim,College graduate+,30-49,A man,"$150,000 or more",South
10092,Urban,Nothing in particular,H.S. graduate or less,30-49,A man,"$40,000 to less than $50,000",South
1911,Rural,Agnostic,College graduate+,18-29,A man,"$70,000 to less than $100,000",Midwest
14917,Rural,Protestant,College graduate+,65+,A man,"$50,000 to less than $70,000",South
16950,Suburban,Protestant,College graduate+,50-64,A woman,"$100,000 to less than $125,000",Midwest
5320,Suburban,Protestant,Some College,65+,A woman,"$50,000 to less than $70,000",South
16247,Urban,Nothing in particular,College graduate+,50-64,A woman,"$50,000 to less than $70,000",South
9161,Urban,Buddhist,Some College,65+,A man,"$100,000 to less than $125,000",Northeast
17535,Suburban,Protestant,Some College,65+,A woman,"Less than $30,000",Midwest
8726,Suburban,Roman Catholic,College graduate+,65+,A man,"$40,000 to less than $50,000",South
604,Suburban,Agnostic,Some College,30-49,A woman,"$30,000 to less than $40,000",Midwest
11862,Rural,Protestant,College graduate+,65+,A woman,"$70,000 to less than $100,000",South
16801,Urban,Protestant,College graduate+,50-64,A man,"$150,000 or more",West
10229,Rural,Nothing in particular,Some College,30-49,A man,"$70,000 to less than $100,000",Northeast
6011,Urban,Roman Catholic,College graduate+,30-49,A man,"$70,000 to less than $100,000",West
11411,Urban,Nothing in particular,H.S. graduate or less,50-64,A man,"$50,000 to less than $70,000",South
17978,Rural,Protestant,College graduate+,30-49,A woman,"$70,000 to less than $100,000",South
16720,Rural,Protestant,College graduate+,65+,A man,"$70,000 to less than $100,000",South
9650,Urban,Protestant,H.S. graduate or less,18-29,A woman,"Less than $30,000",South
5854,Urban,Something else (please specify):,College graduate+,30-49,A man,"$150,000 or more",West
2696,Suburban,Protestant,Some College,65+,A man,"$40,000 to less than $50,000",Midwest
1959,Suburban,Roman Catholic,College graduate+,65+,A woman,"$150,000 or more",Northeast
225,Suburban,Nothing in particular,Some College,50-64,A woman,"$40,000 to less than $50,000",South
18635,Suburban,Nothing in particular,College graduate+,30-49,A woman,"$150,000 or more",Northeast
2674,Rural,Roman Catholic,H.S. graduate or less,50-64,A man,"$100,000 to less than $125,000",Northeast
13187,Urban,Roman Catholic,H.S. graduate or less,50-64,A man,"Less than $30,000",Northeast
7280,Suburban,Agnostic,College graduate+,18-29,A woman,"$50,000 to less than $70,000",West
12205,Urban,Roman Catholic,Some College,50-64,A woman,"$40,000 to less than $50,000",West
14103,Urban,Protestant,H.S. graduate or less,30-49,A woman,"Less than $30,000",South
14743,Suburban,Agnostic,College graduate+,65+,A woman,"$40,000 to less than $50,000",Midwest
9140,Urban,Protestant,College graduate+,65+,A man,Refused/Web blank,South
18037,Urban,Nothing in particular,College graduate+,30-49,A woman,"$70,000 to less than $100,000",South
14092,Urban,Atheist,College graduate+,18-29,A woman,"$150,000 or more",Northeast
13565,Rural,Protestant,Some College,18-29,Refused/Web blank,"$70,000 to less than $100,000",Northeast
15603,Rural,Protestant,College graduate+,65+,A man,"$150,000 or more",South
8480,Suburban,Something else (please specify):,Some College,65+,A woman,"Less than $30,000",West
7393,Urban,Roman Catholic,Some College,65+,A woman,"$30,000 to less than $40,000",West
11329,Suburban,Something else (please specify):,H.S. graduate or less,30-49,A woman,"$30,000 to less than $40,000",West
7873,Urban,Nothing in particular,College graduate+,65+,A man,"$150,000 or more",Midwest
3745,Urban,Protestant,College graduate+,30-49,A woman,"$100,000 to less than $125,000",Northeast
16779,Suburban,Roman Catholic,H.S. graduate or less,65+,A woman,"$70,000 to less than $100,000",South
7437,Suburban,Roman Catholic,Some College,65+,A woman,"$100,000 to less than $125,000",Northeast
16742,Rural,Protestant,College graduate+,50-64,A man,"$150,000 or more",West
2743,Rural,Mormon,College graduate+,65+,A woman,"$150,000 or more",West
18164,Suburban,Protestant,Some College,65+,A woman,"$30,000 to less than $40,000",South
5323,Rural,Protestant,Some College,65+,A woman,Refused/Web blank,Midwest
6657,Suburban,Protestant,Some College,30-49,A woman,"$150,000 or more",South
3990,Suburban,Something else (please specify):,College graduate+,65+,A man,"Less than $30,000",South
13525,Suburban,Roman Catholic,Some College,65+,A man,"$40,000 to less than $50,000",West
18548,Suburban,Roman Catholic,Some College,65+,A woman,"$150,000 or more",Midwest
8227,Suburban,Atheist,College graduate+,65+,A man,"$100,000 to less than $125,000",West
17827,Suburban,Protestant,Some College,65+,A woman,"$70,000 to less than $100,000",South
4523,Suburban,Protestant,College graduate+,50-64,A woman,"$50,000 to less than $70,000",Midwest
11585,Suburban,Jewish,College graduate+,65+,A man,"$150,000 or more",West
3311,Suburban,Roman Catholic,Some College,65+,A woman,"$100,000 to less than $125,000",South
4535,Suburban,Nothing in particular,Some College,50-64,A man,"$150,000 or more",Northeast
12456,Urban,Protestant,College graduate+,30-49,A man,"$100,000 to less than $125,000",West
3550,Suburban,Roman Catholic,H.S. graduate or less,50-64,A woman,"$40,000 to less than $50,000",South
16679,Rural,Protestant,Some College,18-29,A woman,"$30,000 to less than $40,000",South
5002,Suburban,Atheist,Some College,30-49,A woman,"$125,000 to less than $150,000",Midwest
9751,Suburban,Nothing in particular,College graduate+,30-49,A woman,"$125,000 to less than $150,000",West
5925,Suburban,Roman Catholic,Refused,50-64,A man,"$30,000 to less than $40,000",West
12867,Suburban,Something else (please specify):,Some College,65+,A man,"Less than $30,000",Midwest
18060,Urban,Nothing in particular,College graduate+,65+,A man,"$70,000 to less than $100,000",West
12363,Rural,Protestant,Some College,65+,A woman,"Less than $30,000",Midwest
6981,Rural,Protestant,Some College,Refused,A woman,"$40,000 to less than $50,000",South
13622,Suburban,Roman Catholic,College graduate+,50-64,A woman,"Less than $30,000",South
16388,Suburban,Nothing in particular,College graduate+,65+,A woman,"$70,000 to less than $100,000",Midwest
10564,Suburban,Protestant,H.S. graduate or less,30-49,A woman,"Less than $30,000",West
15063,Urban,Roman Catholic,H.S. graduate or less,65+,A woman,"Less than $30,000",South
18374,Suburban,Protestant,H.S. graduate or less,65+,A man,"$30,000 to less than $40,000",South
18772,Urban,Nothing in particular,College graduate+,50-64,A woman,"$30,000 to less than $40,000",Northeast
2363,Suburban,Nothing in particular,College graduate+,30-49,A man,"$125,000 to less than $150,000",West
15810,Refused/Web blank,Protestant,Some College,30-49,A man,"$30,000 to less than $40,000",Midwest
7420,Suburban,Agnostic,College graduate+,30-49,A man,"$100,000 to less than $125,000",West
1754,Suburban,Atheist,H.S. graduate or less,18-29,A woman,"Less than $30,000",South
14971,Urban,Atheist,College graduate+,30-49,A man,"$100,000 to less than $125,000",West
8491,Rural,Protestant,College graduate+,30-49,A man,"$150,000 or more",Midwest
8069,Suburban,Protestant,College graduate+,50-64,A woman,"$150,000 or more",South
658,Urban,Protestant,Some College,65+,A man,"$50,000 to less than $70,000",Midwest
18473,Urban,Roman Catholic,H.S. graduate or less,30-49,A man,"$30,000 to less than $40,000",West
4307,Suburban,Protestant,Some College,65+,A woman,"$70,000 to less than $100,000",South
16844,Rural,Nothing in particular,College graduate+,30-49,A man,"$150,000 or more",West
15328,Suburban,Nothing in particular,Some College,65+,A woman,"Less than $30,000",South
2926,Rural,Protestant,H.S. graduate or less,65+,A man,"$150,000 or more",Midwest
11512,Suburban,Agnostic,Some College,18-29,In some other way,Refused/Web blank,West
17956,Suburban,Buddhist,Some College,50-64,A man,"$40,000 to less than $50,000",West
16743,Urban,Nothing in particular,Some College,30-49,A woman,"$50,000 to less than $70,000",South
11783,Suburban,Agnostic,Some College,30-49,A woman,"$150,000 or more",West
14625,Rural,Protestant,College graduate+,50-64,A woman,"$150,000 or more",Midwest
13385,Rural,Roman Catholic,Some College,65+,A woman,"$30,000 to less than $40,000",Midwest
7236,Suburban,Protestant,College graduate+,65+,A woman,"$70,000 to less than $100,000",South
17108,Urban,Protestant,H.S. graduate or less,65+,A woman,"Less than $30,000",South
16553,Suburban,Nothing in particular,College graduate+,65+,A man,"$40,000 to less than $50,000",South
1999,Rural,Protestant,College graduate+,65+,A woman,"$40,000 to less than $50,000",South
14354,Urban,Nothing in particular,College graduate+,50-64,A man,"Less than $30,000",Northeast
11863,Suburban,Protestant,Some College,65+,A woman,"$100,000 to less than $125,000",Midwest
3677,Rural,Something else (please specify):,College graduate+,65+,A woman,"Less than $30,000",West
3279,Urban,Agnostic,College graduate+,65+,A man,"$50,000 to less than $70,000",South
17316,Suburban,Agnostic,College graduate+,30-49,A woman,"$50,000 to less than $70,000",Northeast
17571,Suburban,Nothing in particular,Some College,30-49,A man,"$150,000 or more",West
5264,Suburban,Protestant,College graduate+,18-29,A woman,"$100,000 to less than $125,000",South
14918,Refused/Web blank,Nothing in particular,Some College,65+,A woman,"Less than $30,000",Midwest
3614,Suburban,Agnostic,H.S. graduate or less,50-64,A man,"$100,000 to less than $125,000",South
13696,Suburban,Protestant,College graduate+,30-49,A man,"$70,000 to less than $100,000",South
15779,Rural,Protestant,H.S. graduate or less,65+,A woman,"$50,000 to less than $70,000",West
11921,Rural,Something else (please specify):,College graduate+,65+,A woman,Refused/Web blank,Northeast
15191,Suburban,Mormon,College graduate+,50-64,A woman,"$150,000 or more",South
2019,Urban,Roman Catholic,Some College,50-64,A woman,"$50,000 to less than $70,000",West
8744,Suburban,Something else (please specify):,H.S. graduate or less,30-49,A woman,"$30,000 to less than $40,000",South
2843,Refused/Web blank,Nothing in particular,H.S. graduate or less,30-49,A woman,"Less than $30,000",Northeast
14146,Urban,Protestant,Some College,18-29,A man,"Less than $30,000",Midwest
13641,Suburban,Roman Catholic,Some College,50-64,A man,"$150,000 or more",Midwest
12228,Urban,Roman Catholic,Some College,30-49,A woman,"Less than $30,000",South
15494,Suburban,Protestant,H.S. graduate or less,65+,A woman,"Less than $30,000",Midwest
16656,Rural,Protestant,H.S. graduate or less,18-29,A woman,"Less than $30,000",South
9412,Urban,Protestant,H.S. graduate or less,30-49,A woman,"Less than $30,000",South
12332,Urban,Roman Catholic,College graduate+,50-64,A woman,"$125,000 to less than $150,000",Northeast
4110,Suburban,Protestant,College graduate+,50-64,A man,"$70,000 to less than $100,000",South
1612,Suburban,Agnostic,College graduate+,30-49,A woman,"$70,000 to less than $100,000",Midwest
12732,Suburban,Nothing in particular,Some College,30-49,A woman,"$150,000 or more",Midwest
18740,Rural,Roman Catholic,H.S. graduate or less,30-49,A man,"$70,000 to less than $100,000",Midwest
903,Rural,Protestant,H.S. graduate or less,50-64,A man,"$100,000 to less than $125,000",South
6671,Refused/Web blank,Protestant,H.S. graduate or less,18-29,A woman,"Less than $30,000",Midwest
13951,Rural,Protestant,H.S. graduate or less,50-64,A man,"Less than $30,000",Northeast
10603,Suburban,Roman Catholic,H.S. graduate or less,65+,A woman,"$70,000 to less than $100,000",Midwest
14638,Suburban,Roman Catholic,Some College,30-49,A man,"$40,000 to less than $50,000",Midwest
834,Suburban,Protestant,College graduate+,30-49,A woman,"$150,000 or more",South
8302,Suburban,Jewish,College graduate+,65+,A woman,"$70,000 to less than $100,000",West
1947,Suburban,Protestant,Some College,30-49,A woman,"Less than $30,000",Northeast
15472,Urban,Roman Catholic,College graduate+,30-49,A woman,"Less than $30,000",South
1718,Rural,Protestant,Some College,65+,A woman,"$50,000 to less than $70,000",West
13363,Urban,Roman Catholic,Some College,65+,A woman,Refused/Web blank,South
13329,Suburban,Protestant,College graduate+,65+,A man,"Less than $30,000",Midwest
10816,Suburban,Protestant,Some College,30-49,A woman,"Less than $30,000",Northeast
7564,Urban,Roman Catholic,Some College,30-49,A man,"$30,000 to less than $40,000",South
16402,Suburban,Protestant,Some College,30-49,A man,"$100,000 to less than $125,000",South
16897,Suburban,Protestant,College graduate+,50-64,A man,"$150,000 or more",West
12185,Urban,Roman Catholic,Some College,50-64,A woman,"$40,000 to less than $50,000",Midwest
7105,Suburban,Roman Catholic,College graduate+,30-49,A man,"$150,000 or more",South
520,Urban,Protestant,College graduate+,50-64,A woman,"$100,000 to less than $125,000",South
5373,Suburban,Roman Catholic,Some College,30-49,A woman,"Less than $30,000",Northeast
9898,Urban,Protestant,College graduate+,30-49,A woman,"$70,000 to less than $100,000",West
8477,Urban,Protestant,College graduate+,50-64,A man,"$40,000 to less than $50,000",South
17088,Suburban,Protestant,College graduate+,65+,A woman,"$70,000 to less than $100,000",South
2513,Suburban,Nothing in particular,Some College,65+,A woman,"Less than $30,000",Northeast
17803,Suburban,Roman Catholic,H.S. graduate or less,65+,A woman,"$30,000 to less than $40,000",Midwest
7744,Suburban,Jewish,College graduate+,65+,A man,"$150,000 or more",Northeast
8802,Urban,Protestant,College graduate+,50-64,A man,"$150,000 or more",Midwest
4364,Rural,Protestant,College graduate+,50-64,A woman,Refused/Web blank,South
10158,Urban,Roman Catholic,College graduate+,50-64,A woman,"$150,000 or more",Midwest
10473,Suburban,Nothing in particular,College graduate+,30-49,A man,"$125,000 to less than $150,000",South
3377,Rural,Roman Catholic,College graduate+,30-49,A woman,"$70,000 to less than $100,000",Midwest
4626,Suburban,Agnostic,College graduate+,30-49,A man,"$150,000 or more",Midwest
5482,Rural,Protestant,Some College,50-64,A man,"$100,000 to less than $125,000",Northeast
14139,Urban,Nothing in particular,Some College,30-49,A man,"$40,000 to less than $50,000",South
