RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,STRATUM,INTERVIEW_START,INTERVIEW_END,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,GOVPROTCT,MOREGUNIMPACT,FIN_SIT,VET1,VOL12_CPS,EMINUSE,INTMOB,INTFREQ,INTFREQ_COLLAPSED,HOME4NW2,BBHOME,SMUSE_FB,SMUSE_YT,SMUSE_X,SMUSE_IG,SMUSE_SC,SMUSE_WA,SMUSE_TT,SMUSE_RD,SMUSE_BSK,SMUSE_TH,SMUSE_TS,RADIO,DEVICE1A,SMART2,NHISLL,RELIG,RELIGCAT1,BORN,ATTENDPER,ATTENDONLINE2,RELIMP,PRAY,EDUCCAT,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACECMB,RACETHN,AGEGRP,AGECAT,BIRTHPLACE,GENDER,ADULTS,VOTED2024,VOTEGEN_POST,INC_SDT1,CREGION,METRO,BASEWT,WEIGHT
5559,1,1,9,10,2025-03-02,2025-03-02,2,3,2,2,2,2,2,1,4,2,1,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,3,6,2,2,2,1,1,,1,2,1,1,10,4,1,1,4,1,1,7,2,1,1.2033007096507862,0.45033719521799714
5125,2,1,,10,2025-05-13,2025-05-13,2,3,3,2,1,2,1,1,4,2,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,4,1,2,1,1,2,,2,2,1,1,3,2,1,2,2,1,2,8,1,1,1.604400946201048,1.4977150847663205
12194,2,1,,10,2025-05-01,2025-05-01,2,2,3,2,2,2,1,3,4,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,6,2,3,2,1,2,,2,2,1,1,10,4,1,2,3,1,2,4,2,1,2.4066014193015723,0.857446540241269
10317,1,1,9,10,2025-03-08,2025-03-08,2,2,2,1,2,2,3,2,4,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,1,1,1,2,3,4,2,3,1,2,3,1,1,3,2,2,2,1,1,6,2,1,2,2,1,2,7,4,1,0.802200473100524,0.6168784166378884
3020,2,1,,10,2025-05-16,2025-05-16,2,2,2,2,1,2,1,1,4,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,3,5,1,1,1,1,3,2,2,2,1,1,8,3,1,2,3,1,2,8,1,1,2.4066014193015723,1.971986302213057
636,2,1,,10,2025-05-05,2025-05-05,2,1,3,2,3,1,2,3,4,1,1,1,2,2,2,,1,1,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,6,6,2,5,3,1,1,,1,2,1,1,7,3,1,2,99,1,1,1,3,2,1.604400946201048,1.1258293248556868
13672,1,1,9,10,2025-02-24,2025-02-24,3,1,3,2,3,1,2,2,4,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,,1,2,1,1,8,3,4,2,3,1,1,7,3,1,1.2033007096507862,0.7638631775902641
15021,2,1,,10,2025-05-08,2025-05-08,2,2,3,2,2,2,3,2,4,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,5,6,3,3,1,1,3,2,2,2,1,1,10,4,1,2,2,1,2,5,2,1,1.604400946201048,0.5789839455126136
275,2,1,,6,2025-05-01,2025-05-01,3,2,1,2,4,1,99,3,4,2,1,1,99,99,1,2,1,1,2,1,1,1,1,2,2,2,2,1,99,,2,10,3,1,6,6,3,3,2,1,99,99,9,1,2,3,3,2,2,2,1,99,,5,1,1,0.783130841714174,0.4071732145106294
16819,3,1,9,10,2025-02-24,2025-02-24,3,1,3,2,1,2,2,1,1,2,1,2,4,3,2,,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,5,6,2,6,3,1,1,,1,2,1,1,13,4,1,1,2,1,1,6,1,1,1.604400946201048,1.8552999597194662
5307,2,1,,10,2025-05-15,2025-05-15,2,1,3,1,2,1,2,2,4,2,1,1,3,3,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,4,5,2,2,1,1,3,1,1,2,1,1,11,4,1,1,2,1,1,3,1,1,1.604400946201048,0.846558757282663
4035,1,1,9,10,2025-03-04,2025-03-04,3,3,2,2,3,2,2,1,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,6,6,1,2,1,1,1,,1,2,1,1,9,3,1,1,2,1,1,5,3,1,0.802200473100524,0.5271565779855071
4335,1,2,10,8,2025-03-21,2025-03-21,3,2,2,2,3,1,3,2,4,2,1,1,2,2,1,4,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,5,6,2,2,2,2,4,99,9,1,1,3,3,2,4,2,1,2,,99,4,2,0.19248221257946788,0.6120819590660667
5121,2,1,9,10,2025-04-29,2025-04-29,4,2,2,1,3,2,2,3,4,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,7,4,2,5,6,2,7,1,1,1,,1,2,3,5,10,4,4,1,4,1,1,3,4,1,2.4066014193015723,0.8416594220670456
2089,2,1,,4,2025-05-19,2025-05-19,4,3,1,2,3,2,3,3,4,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,12,3,99,4,4,3,1,2,1,2,,2,2,99,99,6,2,1,1,5,1,2,1,2,1,2.522326676339296,2.672322950096866
111,2,1,,10,2025-05-02,2025-05-02,2,3,1,2,2,1,2,2,4,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,6,6,2,2,2,1,4,1,1,2,1,1,5,2,1,1,2,1,1,8,2,1,1.604400946201048,1.392081770250547
4041,2,1,,10,2025-05-07,2025-05-07,2,2,1,2,3,2,1,2,4,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,10,3,2,6,6,3,3,1,1,2,,2,2,4,4,5,2,1,2,2,1,2,8,2,1,1.604400946201048,1.3183887212153282
12126,1,1,9,10,2025-02-25,2025-02-25,3,2,2,2,2,2,1,1,4,1,1,1,1,1,1,2,2,1,2,99,2,1,2,1,1,2,2,2,1,1,2,12,3,2,5,6,3,5,1,1,3,2,2,1,99,3,5,2,4,1,1,1,2,8,3,1,0.401100236550262,0.40537999208288306
14449,1,1,9,10,2025-02-28,2025-02-28,3,3,3,2,2,1,2,1,4,2,1,1,1,1,1,2,1,1,99,99,99,1,99,1,99,99,99,2,1,1,2,2,2,2,6,6,3,7,1,1,1,,1,2,1,1,4,2,1,1,1,2,,99,3,2,0.401100236550262,0.7296164870805729
12524,2,1,,10,2025-05-05,2025-05-05,3,1,2,2,2,1,2,1,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,99,1,1,1,1,1,2,2,2,2,2,1,1,1,,1,1,2,3,4,2,1,1,2,1,1,6,3,1,1.604400946201048,1.5188781542227576
14757,2,1,,4,2025-05-05,2025-05-05,3,2,2,2,3,2,1,2,4,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,1,6,1,1,2,2,4,99,9,2,2,2,11,4,1,2,1,2,,1,3,1,0.8407755587797654,0.9833761770776489
5267,2,1,,10,2025-05-08,2025-05-08,4,2,1,2,2,1,1,3,4,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,1,1,2,6,6,2,4,2,2,3,2,2,2,1,1,1,1,1,2,3,1,2,3,2,1,2.4066014193015723,2.8869112549551224
13258,1,1,9,9,2025-03-14,2025-03-14,1,1,2,1,1,1,1,3,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,12,3,1,1,2,2,3,3,3,4,2,2,1,5,3,2,1,2,2,3,1,99,1,3,1,0.6763508941015829,3.074188611859478
8309,2,1,,10,2025-05-20,2025-05-20,3,1,3,2,1,2,2,3,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,99,1,99,1,1,1,2,1,1,1,4,2,1,1,2,1,1,,1,2,1,1,9,3,1,2,2,1,1,2,3,2,1.604400946201048,0.8400769058424608
12343,1,1,9,10,2025-03-03,2025-03-03,4,2,3,2,2,2,2,3,2,2,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,2,12,3,2,4,6,3,7,3,1,2,,2,2,1,1,1,1,1,2,2,1,2,2,2,1,0.802200473100524,1.0473354568291902
2794,1,1,9,10,2025-02-27,2025-02-27,2,1,2,1,3,1,2,1,4,2,1,1,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,1,3,3,1,1,1,1,1,,1,1,1,3,9,3,1,2,1,1,1,8,3,1,0.401100236550262,0.23162935235782894
13992,2,1,,10,2025-06-09,2025-06-09,1,3,2,2,2,2,1,1,4,1,1,1,3,3,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,6,1,2,1,1,2,,2,2,1,1,11,4,1,1,2,1,2,4,2,1,1.604400946201048,0.38793420096868003
17157,1,2,9,8,2025-03-26,2025-03-26,4,1,2,1,5,2,2,4,4,2,1,1,1,1,2,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,12,3,1,6,6,1,7,3,2,4,1,1,1,99,3,2,1,4,1,1,2,,1,2,1,0.19248221257946788,1.4524693569819618
6350,2,1,,10,2025-05-05,2025-05-05,2,2,2,2,3,2,1,2,4,1,1,1,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,5,2,1,1,2,1,3,2,2,2,1,1,11,4,1,1,1,1,2,4,2,1,0.802200473100524,0.35576866278532204
3082,2,1,,10,2025-05-05,2025-05-05,3,3,2,2,3,1,1,2,1,2,1,1,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,5,6,3,4,2,1,1,,1,2,1,1,11,4,1,1,2,1,3,3,3,1,1.604400946201048,0.22405092771789334
4105,1,1,9,10,2025-03-30,2025-03-30,3,3,3,1,3,2,1,1,4,1,1,1,2,2,1,2,1,1,2,1,2,1,2,2,1,1,2,2,1,1,2,10,3,2,6,6,4,7,1,1,2,,2,2,1,1,6,2,1,2,2,1,2,8,4,2,0.802200473100524,0.6413050461908263
13267,2,1,,10,2025-05-19,2025-05-19,3,3,3,2,3,1,2,1,4,99,99,99,99,99,,,,,,,,,,,,,,99,99,,99,99,99,99,99,99,99,99,99,99,1,,1,2,1,1,9,3,1,1,2,1,1,8,2,2,1.604400946201048,1.1926396572975602
43,1,1,9,7,2025-02-10,2025-02-10,4,2,2,2,4,2,1,1,4,1,1,1,2,2,1,4,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,12,3,2,5,6,2,6,3,2,2,,2,1,99,3,5,2,4,1,2,2,,4,4,1,0.1774981600916267,1.030670389912295
18116,2,1,,10,2025-05-22,2025-05-22,3,2,2,2,2,2,3,1,4,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,5,6,3,6,1,2,3,1,1,2,3,5,8,3,4,1,2,2,,8,4,1,1.604400946201048,2.047962778675426
10115,1,1,9,10,2025-02-28,2025-02-28,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,2,1,1,1,2,12,3,2,5,6,4,7,1,1,1,,1,2,1,1,4,2,1,1,2,1,1,8,2,2,0.802200473100524,0.7276878177687327
10297,1,1,9,10,2025-03-12,2025-03-12,2,2,2,2,1,2,1,1,4,2,1,1,2,2,2,,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,10,3,2,4,6,4,7,3,1,2,,2,2,1,1,1,1,1,2,3,1,2,8,2,1,1.2033007096507862,1.5581573931978976
3902,2,1,,10,2025-05-09,2025-05-09,2,2,2,2,2,2,2,2,4,2,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,5,6,3,4,1,1,1,,1,2,1,1,6,2,1,1,2,1,1,8,3,1,1.604400946201048,1.8657872815437517
9715,2,1,,10,2025-05-05,2025-05-05,3,1,1,1,1,2,3,2,4,1,2,2,6,4,,,,,,,,,,,,,,1,1,1,2,99,99,99,99,99,99,99,1,1,99,99,9,99,1,1,12,4,99,99,2,1,99,99,3,1,1.604400946201048,0.6657229760402087
11666,2,1,,9,2025-05-05,2025-05-05,4,1,3,2,3,1,3,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,6,6,3,6,3,2,3,1,1,2,1,1,9,3,1,2,2,2,,5,3,2,0.9018011921354439,1.1322318168912775
335,2,2,,8,2025-05-13,2025-05-13,4,1,3,2,5,2,3,2,4,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,3,1,1,3,1,1,,1,1,99,3,8,3,4,2,1,2,,1,3,1,0.38496442515893575,0.903607807001125
4837,1,1,9,6,2025-03-03,2025-03-03,2,2,1,2,2,2,2,2,4,2,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,2,10,3,2,6,6,4,7,1,2,2,,2,2,4,4,1,1,1,2,2,1,2,5,4,1,0.783130841714174,1.4209581856714633
18705,2,1,,10,2025-05-05,2025-05-05,4,3,1,2,4,2,3,2,4,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,11,4,2,4,5,4,1,3,1,3,99,9,2,2,2,9,3,3,2,1,2,,3,3,1,0.802200473100524,1.3910526758654191
14787,2,1,9,10,2025-05-08,2025-05-08,4,2,2,2,1,2,1,3,4,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,9,3,2,6,6,4,7,2,1,2,,2,2,1,1,2,1,1,1,2,1,2,3,3,1,1.604400946201048,3.253622301079674
8124,1,1,9,7,2025-02-26,2025-02-26,4,2,3,2,4,2,2,4,4,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,12,3,1,5,6,3,3,3,1,3,1,1,2,1,1,5,2,1,2,2,2,,1,4,1,0.1774981600916267,0.35638842277550115
2622,2,1,9,10,2025-05-05,2025-05-05,3,1,2,2,3,2,2,2,4,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,,1,2,1,1,11,4,1,2,1,1,1,2,3,1,0.802200473100524,0.39438076141854594
9879,2,1,,10,2025-05-23,2025-05-23,2,1,3,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,6,2,1,2,2,1,3,1,1,2,1,1,12,4,1,1,2,1,1,4,2,2,1.604400946201048,0.7412577348195644
15505,2,1,,10,2025-05-13,2025-05-13,3,2,1,1,3,2,3,3,4,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,5,2,1,2,3,2,3,1,1,2,3,5,9,3,4,1,1,2,,1,1,1,0.802200473100524,3.5069962068382847
679,2,1,,9,2025-06-02,2025-06-02,2,3,1,1,2,2,2,2,1,2,1,1,5,4,2,,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1,3,1,1,1,1,1,,1,2,1,1,11,4,1,1,2,1,1,3,3,1,0.9018011921354439,0.2970436601795334
12096,3,1,9,10,2025-05-13,2025-05-13,2,3,1,1,1,2,1,2,4,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,5,4,2,4,5,2,6,1,2,3,2,2,2,1,1,1,1,1,2,3,1,2,5,1,1,2.4066014193015723,3.1163868912192165
8092,2,1,,10,2025-05-12,2025-05-12,2,2,3,2,2,2,1,2,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,4,1,3,2,1,1,,1,2,1,1,6,2,1,2,2,2,,7,4,2,1.604400946201048,2.790449920379895
3944,2,1,,7,2025-04-29,2025-04-29,4,1,2,2,3,2,3,1,4,2,2,2,6,4,,,,,,,,,,,,,,99,1,2,1,2,2,2,2,4,1,2,3,1,1,,1,1,99,3,13,4,4,1,3,1,1,1,4,1,0.5324944802748801,0.9208105398579683
14290,3,1,9,10,2025-03-12,2025-03-12,3,1,3,1,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,1,1,1,2,1,1,1,4,1,1,1,2,1,3,1,1,2,1,1,7,3,1,2,2,1,1,8,2,1,1.604400946201048,0.7980436768777713
8242,2,1,,5,2025-05-02,2025-05-02,4,2,1,2,3,2,1,2,4,2,1,1,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,6,6,1,2,3,1,2,,2,2,2,2,7,3,1,1,1,2,,2,3,1,0.624820777113219,1.8636232762536558
10927,1,1,9,10,2025-02-28,2025-02-28,2,3,3,2,3,2,3,1,4,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,4,1,1,2,1,3,2,2,2,1,1,11,4,1,2,2,1,2,4,2,2,0.802200473100524,0.2865407540093289
11637,1,1,9,10,2025-04-03,2025-04-03,3,2,1,2,3,2,1,1,4,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,2,1,1,2,10,3,2,6,6,4,6,1,1,2,,2,2,1,1,2,1,1,2,1,1,2,7,1,1,0.401100236550262,0.540807468613016
6516,2,1,,10,2025-05-06,2025-05-06,2,1,3,2,3,99,3,3,4,1,2,2,6,4,,,,,,,,,,,,,,1,2,,1,1,1,1,1,5,1,1,2,1,1,,1,2,1,1,12,4,1,1,2,1,1,1,3,1,1.604400946201048,0.9884346314314147
5678,2,1,,2,2025-06-09,2025-06-09,3,2,3,2,3,2,1,2,2,2,2,99,99,99,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,1,1,1,1,2,,2,2,2,2,13,4,1,1,1,2,,2,3,2,0.577363668715013,0.5340853134699752
17000,1,1,9,10,2025-02-28,2025-02-28,2,2,1,2,3,2,3,1,4,2,1,1,1,1,1,2,1,1,99,99,99,1,99,1,99,99,99,1,1,1,2,2,2,2,6,6,4,7,1,1,3,99,9,1,1,3,10,4,1,1,2,1,99,5,3,1,0.802200473100524,0.3872075110696089
1828,2,1,,10,2025-05-05,2025-05-05,3,3,3,2,3,2,3,3,4,2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,4,4,1,1,3,1,1,,1,2,1,1,4,2,1,2,3,1,1,6,3,2,2.4066014193015723,2.747672269948374
18700,2,2,,7,2025-05-02,2025-05-02,3,2,2,2,4,2,2,3,4,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,12,3,2,3,5,1,6,3,1,2,,2,1,99,3,6,2,4,2,1,1,2,1,4,1,0.1774981600916267,0.3077481726178445
17703,2,2,,7,2025-05-16,2025-05-16,3,3,1,2,4,2,1,3,4,1,1,1,3,3,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,99,5,1,1,3,2,99,99,9,1,1,3,12,4,4,1,5,2,,2,2,1,0.5324944802748801,1.1299366689160664
12653,2,1,,10,2025-05-05,2025-05-05,3,3,2,1,3,2,3,4,4,2,1,1,2,2,1,4,1,1,2,2,1,2,1,2,2,2,2,1,1,1,2,1,1,1,2,5,1,2,2,1,1,,1,2,1,1,7,3,1,2,3,1,1,1,3,1,2.4066014193015723,1.3658408961589519
1908,1,1,9,10,2025-03-30,2025-03-30,3,3,1,2,3,1,3,3,4,2,1,1,2,2,2,,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,5,5,2,1,2,1,1,,1,1,1,3,8,3,4,2,1,1,1,1,4,1,0.401100236550262,0.3482883496286063
10520,1,1,9,10,2025-02-24,2025-02-24,2,3,1,1,2,2,1,1,4,2,1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,9,3,2,6,6,4,7,1,1,2,,2,2,3,5,4,2,4,2,2,1,2,8,1,1,0.802200473100524,0.7941866409114938
14031,2,1,,10,2025-06-02,2025-06-02,3,1,2,2,3,1,2,1,4,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,5,4,2,6,6,2,2,1,1,1,,1,2,1,1,9,3,1,1,1,1,1,8,3,2,0.802200473100524,0.4827888568228098
8820,1,1,9,10,2025-02-22,2025-02-22,3,2,3,2,2,2,3,2,4,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,3,1,3,1,1,3,2,2,2,1,1,8,3,1,2,2,1,2,4,1,2,0.802200473100524,0.360570944031618
7209,2,1,,7,2025-05-19,2025-05-19,4,2,1,1,4,2,3,4,4,2,2,2,6,4,,,,,,,,,,,,,,1,1,2,2,2,2,2,6,6,1,2,3,2,3,1,1,2,1,1,9,3,1,1,2,2,,1,3,1,0.3549963201832534,0.8829169723941798
8221,1,1,9,10,2025-02-26,2025-02-26,3,3,3,2,1,1,3,1,4,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,4,2,2,1,1,3,1,1,2,1,1,6,2,1,2,2,1,3,8,2,2,0.802200473100524,0.18115673895730447
6903,1,1,9,10,2025-02-24,2025-02-24,2,2,2,2,1,2,3,1,4,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,2,9,3,2,6,6,4,7,1,1,2,,2,2,3,5,2,1,1,1,2,1,2,8,1,1,0.802200473100524,1.188161355119359
6551,1,1,9,10,2025-02-24,2025-02-24,2,3,3,2,2,2,3,2,4,2,1,1,1,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,6,1,1,2,2,1,,1,2,1,1,2,1,1,2,2,1,1,6,4,1,0.802200473100524,1.3973812171661844
5096,2,1,,10,2025-05-13,2025-05-13,2,2,2,2,3,1,1,3,4,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,11,4,2,6,6,3,6,1,1,2,,2,2,1,1,2,1,1,2,99,1,2,4,2,1,2.4066014193015723,2.542275411719942
1528,2,1,,2,2025-06-13,2025-06-13,2,3,2,1,2,1,2,2,4,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,5,4,1,1,1,1,3,1,1,2,2,2,9,3,1,1,1,1,1,6,3,1,0.577363668715013,0.4979954727973612
4981,2,1,,8,2025-05-30,2025-05-30,4,1,1,1,5,2,1,3,4,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,4,2,1,2,1,1,1,,1,1,2,3,12,4,4,1,1,2,,1,1,1,0.38496442515893575,0.3250638811237672
7685,2,1,,10,2025-06-09,2025-06-09,3,2,2,2,2,2,3,2,4,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,10,3,2,6,6,4,7,1,1,3,2,2,2,1,1,7,3,1,1,2,1,2,6,2,1,1.604400946201048,0.7782407981834008
13100,1,1,9,10,2025-02-25,2025-02-25,3,3,3,2,3,2,3,2,4,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,4,99,9,99,1,1,3,2,1,2,2,2,,4,2,2,0.802200473100524,1.3473110689931123
57,1,1,10,3,2025-03-10,2025-03-10,3,1,2,1,3,2,3,3,4,1,1,1,4,3,1,4,1,1,2,1,2,2,1,2,2,1,2,1,1,1,2,6,4,2,2,6,1,1,1,1,2,,2,1,4,3,7,3,1,2,1,1,99,1,3,1,0.23571893778362937,0.13073974410805309
2038,1,1,9,10,2025-03-03,2025-03-03,2,3,2,2,3,2,3,1,2,2,1,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,10,3,2,6,6,4,7,1,1,3,2,2,2,1,1,7,3,1,2,3,2,,6,2,1,1.2033007096507862,1.167604479369301
6179,2,1,,10,2025-06-06,2025-06-06,2,1,2,1,2,2,3,2,4,2,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,3,5,1,1,3,1,1,,1,1,99,3,8,3,1,2,3,1,1,4,3,1,2.4066014193015723,1.9126663623158058
6592,2,1,,10,2025-05-02,2025-05-02,4,1,3,2,99,2,2,4,2,2,1,99,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,,1,2,1,1,13,4,1,1,3,1,1,1,1,1,2.4066014193015723,1.0687326964850281
10420,1,1,9,10,2025-03-29,2025-03-29,3,2,1,2,2,2,1,1,4,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,1,1,1,2,9,3,2,6,6,4,7,1,3,2,,2,1,1,3,3,2,1,2,1,1,2,6,4,1,0.401100236550262,0.33876535806256014
15652,2,1,,10,2025-05-23,2025-05-23,3,1,1,2,2,2,3,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,6,2,1,3,3,1,1,,1,2,1,1,13,4,1,2,1,1,1,2,4,1,0.802200473100524,0.8324937539241819
7320,2,1,,8,2025-05-02,2025-05-02,3,3,2,2,2,2,1,2,4,2,1,1,1,1,2,,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,12,3,1,4,4,2,2,3,3,4,2,2,1,1,3,4,2,1,2,2,2,,3,3,1,0.7699288503178715,1.7669802211581345
10017,1,1,9,10,2025-03-24,2025-03-24,1,3,3,1,2,1,3,1,4,1,1,1,2,2,2,,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,12,3,2,6,6,4,7,2,1,3,2,2,2,1,1,7,3,1,1,1,1,2,4,2,1,0.401100236550262,0.25688104881429613
14518,2,1,,10,2025-06-10,2025-06-10,2,2,2,2,2,2,1,1,4,1,1,1,2,2,1,2,1,1,2,2,1,2,2,1,1,1,2,2,1,1,2,1,1,2,5,6,3,6,1,1,2,,2,2,1,1,11,4,1,1,2,1,2,8,2,1,1.604400946201048,0.38793420096868003
14452,1,1,9,10,2025-02-27,2025-02-27,4,2,2,2,4,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,11,4,2,6,6,4,7,2,1,3,2,2,2,1,1,5,2,1,1,1,1,2,6,3,1,0.401100236550262,0.3686742995635083
4827,3,1,9,10,2025-03-26,2025-03-26,2,3,1,2,2,2,3,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,5,1,2,3,1,2,,2,2,1,1,12,4,1,1,2,1,2,5,3,1,1.604400946201048,1.1276226691438966
692,2,1,9,10,2025-05-12,2025-05-12,3,2,2,2,2,2,1,4,4,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,2,2,1,1,1,2,5,4,2,6,6,3,6,1,1,2,,2,2,1,1,10,4,1,1,2,1,2,8,1,1,1.604400946201048,0.4705730713411775
263,3,1,9,10,2025-03-07,2025-03-07,3,1,3,1,3,1,2,3,4,2,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,6,4,1,1,1,1,1,,1,2,1,1,11,4,1,1,1,1,1,1,3,2,0.802200473100524,0.24571721051044354
11229,2,1,,10,2025-05-02,2025-05-02,4,2,1,2,3,2,1,2,4,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,4,1,1,1,1,2,,2,1,4,3,5,2,2,1,2,1,2,8,3,1,1.604400946201048,1.5444452160562037
