respid,comtype2,smuse_fb,smuse_yt,smuse_x,smuse_ig,smuse_sc,smuse_tt,smuse_rd,smuse_bsk,smuse_th,smuse_ts,relig,educcat,party,hisp,racethn,agecat,birthplace,gender,adults,inc_sdt1,cregion,metro
5854,Urban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this",Something else (please specify):,College graduate+,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$150,000 or more",West,Metropolitan
2696,Suburban,"No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,1,"$40,000 to less than $50,000",Midwest,Metropolitan
1959,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,College graduate+,Independent,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,3,"$150,000 or more",Northeast,Metropolitan
225,Suburban,"No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,Some College,Independent,No,Black non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,2,"$40,000 to less than $50,000",South,Metropolitan
18635,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$150,000 or more",Northeast,Metropolitan
2674,Rural,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,H.S. graduate or less,Republican,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,2,"$100,000 to less than $125,000",Northeast,Metropolitan
13187,Urban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,H.S. graduate or less,Democrat,Yes,Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,1,"Less than $30,000",Northeast,Metropolitan
7280,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,College graduate+,Democrat,No,White non-Hispanic,18-29,"U.S. - 50 states, District of Columbia",A woman,1,"$50,000 to less than $70,000",West,Metropolitan
12205,Urban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Independent,Yes,Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,4,"$40,000 to less than $50,000",West,Metropolitan
14103,Urban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,4,"Less than $30,000",South,Non-metropolitan
14743,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,College graduate+,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"$40,000 to less than $50,000",Midwest,Metropolitan
9140,Urban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Independent,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,Refused/Web blank,South,Metropolitan
18037,Urban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$70,000 to less than $100,000",South,Metropolitan
14092,Urban,"No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Atheist,College graduate+,Democrat,No,White non-Hispanic,18-29,"U.S. - 50 states, District of Columbia",A woman,2,"$150,000 or more",Northeast,Metropolitan
13565,Rural,"Yes, use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Independent,No,White non-Hispanic,18-29,"U.S. - 50 states, District of Columbia",Refused/Web blank,2,"$70,000 to less than $100,000",Northeast,Non-metropolitan
15603,Rural,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$150,000 or more",South,Metropolitan
8480,Suburban,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Something else (please specify):,Some College,Independent,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"Less than $30,000",West,Metropolitan
7393,Urban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Democrat,Yes,Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,3,"$30,000 to less than $40,000",West,Metropolitan
11329,Suburban,"No, don't use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Something else (please specify):,H.S. graduate or less,Something else,Yes,Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,1,"$30,000 to less than $40,000",West,Metropolitan
7873,Urban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Independent,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,3,"$150,000 or more",Midwest,Non-metropolitan
3745,Urban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Independent,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$100,000 to less than $125,000",Northeast,Metropolitan
16779,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,H.S. graduate or less,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"$70,000 to less than $100,000",South,Metropolitan
7437,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"$100,000 to less than $125,000",Northeast,Metropolitan
16742,Rural,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Republican,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,2,"$150,000 or more",West,Metropolitan
2743,Rural,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this",Mormon,College graduate+,Democrat,Yes,Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,3,"$150,000 or more",West,Metropolitan
18164,Suburban,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"$30,000 to less than $40,000",South,Metropolitan
5323,Rural,"Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Independent,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,Refused/Web blank,Midwest,Metropolitan
6657,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Independent,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$150,000 or more",South,Metropolitan
3990,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Something else (please specify):,College graduate+,Independent,Yes,Hispanic,65+,Another country (please specify):,A man,2,"Less than $30,000",South,Metropolitan
13525,Suburban,"No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Republican,Yes,Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$40,000 to less than $50,000",West,Metropolitan
18548,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Independent,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"$150,000 or more",Midwest,Metropolitan
8227,Suburban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Atheist,College graduate+,Independent,No,Asian non-Hispanic,65+,Another country (please specify):,A man,5 or more,"$100,000 to less than $125,000",West,Metropolitan
17827,Suburban,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"$70,000 to less than $100,000",South,Metropolitan
4523,Suburban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Independent,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,2,"$50,000 to less than $70,000",Midwest,Metropolitan
11585,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Jewish,College graduate+,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$150,000 or more",West,Metropolitan
3311,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Refused/Web blank,No,Refused,65+,"U.S. - 50 states, District of Columbia",A woman,3,"$100,000 to less than $125,000",South,Metropolitan
4535,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,Some College,Independent,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,2,"$150,000 or more",Northeast,Metropolitan
12456,Urban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$100,000 to less than $125,000",West,Metropolitan
3550,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,H.S. graduate or less,Something else,Yes,Hispanic,50-64,Another country (please specify):,A woman,3,"$40,000 to less than $50,000",South,Metropolitan
16679,Rural,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this",Protestant,Some College,Something else,No,White non-Hispanic,18-29,"U.S. - 50 states, District of Columbia",A woman,4,"$30,000 to less than $40,000",South,Non-metropolitan
5002,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Atheist,Some College,Democrat,No,Black non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$125,000 to less than $150,000",Midwest,Metropolitan
9751,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Independent,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,4,"$125,000 to less than $150,000",West,Metropolitan
5925,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Refused,Democrat,Yes,Hispanic,50-64,Another country (please specify):,A man,2,"$30,000 to less than $40,000",West,Metropolitan
12867,Suburban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Something else (please specify):,Some College,Something else,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,1,"Less than $30,000",Midwest,Metropolitan
18060,Urban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this",Nothing in particular,College graduate+,Republican,Yes,Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,1,"$70,000 to less than $100,000",West,Metropolitan
12363,Rural,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"Less than $30,000",Midwest,Non-metropolitan
6981,Rural,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Republican,No,White non-Hispanic,Refused,"U.S. - 50 states, District of Columbia",A woman,1,"$40,000 to less than $50,000",South,Non-metropolitan
13622,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,College graduate+,Republican,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,1,"Less than $30,000",South,Metropolitan
16388,Suburban,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"$70,000 to less than $100,000",Midwest,Metropolitan
10564,Suburban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Republican,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,1,"Less than $30,000",West,Non-metropolitan
15063,Urban,"No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,H.S. graduate or less,Democrat,Yes,Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"Less than $30,000",South,Metropolitan
18374,Suburban,"No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Democrat,No,Black non-Hispanic,65+,Another country (please specify):,A man,1,"$30,000 to less than $40,000",South,Metropolitan
18772,Urban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Democrat,No,Asian non-Hispanic,50-64,Another country (please specify):,A woman,3,"$30,000 to less than $40,000",Northeast,Metropolitan
2363,Suburban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$125,000 to less than $150,000",West,Metropolitan
15810,Refused/Web blank,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Republican,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,3,"$30,000 to less than $40,000",Midwest,Non-metropolitan
7420,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,College graduate+,Independent,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$100,000 to less than $125,000",West,Metropolitan
1754,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Atheist,H.S. graduate or less,Democrat,Yes,Hispanic,18-29,"U.S. - 50 states, District of Columbia",A woman,2,"Less than $30,000",South,Metropolitan
14971,Urban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Atheist,College graduate+,Democrat,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,1,"$100,000 to less than $125,000",West,Metropolitan
8491,Rural,"Yes, use this","Yes, use this","No, don't use this","No, don't use this",Refused/Web blank,Refused/Web blank,"Yes, use this","No, don't use this",Refused/Web blank,Refused/Web blank,Protestant,College graduate+,Independent,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$150,000 or more",Midwest,Metropolitan
8069,Suburban,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Republican,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,3,"$150,000 or more",South,Metropolitan
658,Urban,"No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Democrat,No,Black non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,1,"$50,000 to less than $70,000",Midwest,Metropolitan
18473,Urban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this",Roman Catholic,H.S. graduate or less,Independent,Yes,Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$30,000 to less than $40,000",West,Metropolitan
4307,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this",Protestant,Some College,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,3,"$70,000 to less than $100,000",South,Metropolitan
16844,Rural,"Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Something else,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$150,000 or more",West,Metropolitan
15328,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,Some College,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"Less than $30,000",South,Metropolitan
2926,Rural,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$150,000 or more",Midwest,Metropolitan
11512,Suburban,"No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,Some College,Democrat,No,White non-Hispanic,18-29,"U.S. - 50 states, District of Columbia",In some other way,4,Refused/Web blank,West,Metropolitan
17956,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Buddhist,Some College,Independent,No,Refused,50-64,"U.S. - 50 states, District of Columbia",A man,3,"$40,000 to less than $50,000",West,Metropolitan
16743,Urban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,Some College,Republican,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$50,000 to less than $70,000",South,Metropolitan
11783,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,Some College,Republican,No,Other,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$150,000 or more",West,Metropolitan
14625,Rural,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this",Protestant,College graduate+,Republican,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,3,"$150,000 or more",Midwest,Metropolitan
13385,Rural,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Roman Catholic,Some College,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"$30,000 to less than $40,000",Midwest,Metropolitan
7236,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"$70,000 to less than $100,000",South,Metropolitan
17108,Urban,"No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"Less than $30,000",South,Metropolitan
16553,Suburban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Something else,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,3,"$40,000 to less than $50,000",South,Metropolitan
1999,Rural,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Democrat,No,Other,65+,"U.S. - 50 states, District of Columbia",A woman,2,"$40,000 to less than $50,000",South,Metropolitan
14354,Urban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,College graduate+,Independent,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,1,"Less than $30,000",Northeast,Metropolitan
11863,Suburban,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,Some College,Independent,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"$100,000 to less than $125,000",Midwest,Metropolitan
3677,Rural,"No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Something else (please specify):,College graduate+,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"Less than $30,000",West,Non-metropolitan
3279,Urban,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,College graduate+,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A man,2,"$50,000 to less than $70,000",South,Metropolitan
17316,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,College graduate+,Independent,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A woman,2,"$50,000 to less than $70,000",Northeast,Metropolitan
17571,Suburban,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,Some College,Something else,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,2,"$150,000 or more",West,Metropolitan
5264,Suburban,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Democrat,No,White non-Hispanic,18-29,"U.S. - 50 states, District of Columbia",A woman,5 or more,"$100,000 to less than $125,000",South,Metropolitan
14918,Refused/Web blank,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Nothing in particular,Some College,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,1,"Less than $30,000",Midwest,Metropolitan
3614,Suburban,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Agnostic,H.S. graduate or less,Independent,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A man,3,"$100,000 to less than $125,000",South,Metropolitan
13696,Suburban,"No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,College graduate+,Republican,No,White non-Hispanic,30-49,"U.S. - 50 states, District of Columbia",A man,1,"$70,000 to less than $100,000",South,Metropolitan
15779,Rural,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Protestant,H.S. graduate or less,Republican,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,"$50,000 to less than $70,000",West,Non-metropolitan
11921,Rural,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this",Something else (please specify):,College graduate+,Democrat,No,White non-Hispanic,65+,"U.S. - 50 states, District of Columbia",A woman,2,Refused/Web blank,Northeast,Non-metropolitan
15191,Suburban,"No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this",Mormon,College graduate+,Republican,No,White non-Hispanic,50-64,"U.S. - 50 states, District of Columbia",A woman,3,"$150,000 or more",South,Metropolitan
